Reference;Ressource;REL;RFC;Context;TOC12;TOC11;TOC10;TOC9;TOC8;TOC7;TOC6;TOC5;TOC4;TOC3;TOC2;TOC1;Reference_StartPosition;Reference_EndPosition
§ 93 II 5 BVerfGG;BVerfGG;ist;Ausschlussfrist;13 Hömig, in: Schmidt-Bleibtreu/Klein/Bethge, BVerfGG, 61. EL Juli 2021, § 93 Rn. 62. Rudi Lang Lösung Fall 9 195 Die Ausschlussfrist des § 93 II 5 BVerfGG von einem Jahr ist ersichtlich noch nicht abgelaufen.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;415758;415775
§ 93 I 1 BVerfGG;BVerfGG;gewähren;Frist;c) Zwischenergebnis Der G ist14 Wiedereinsetzung in den vorigen Stand hinsichtlich der versäumten Frist in § 93 I 1 BVerfGG zu gewähren, sodass ihre Verfassungsbeschwerde als nicht verfristet anzusehen ist.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;416490;416506
Art. 4 I, II GG;GG;wäre;G;Vielmehr kann es auch Grundrechte (und sonstiges Verfassungsrecht) prüfen, die gar nicht geltend gemacht wurden.17 Damit wäre Art. 4 I, II GG hier auch zu prüfen gewesen, wenn sich G nur auf die Berufsfreiheit (Art. 12 I GG) berufen hätte.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;418485;418500
Art. 12 I GG;GG;berufen;Berufsfreiheit;Vielmehr kann es auch Grundrechte (und sonstiges Verfassungsrecht) prüfen, die gar nicht geltend gemacht wurden.17 Damit wäre Art. 4 I, II GG hier auch zu prüfen gewesen, wenn sich G nur auf die Berufsfreiheit (Art. 12 I GG) berufen hätte.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;418570;418582
Art. 4 I, II GG;GG;hätte;Verletzung;II. Verletzung von Art. 4 I, II GG Art. 4 I, II GG wurde hier durch die Entscheidung des BayVGH verletzt, wenn in dessen Schutzbereich eingegriffen wurde und dieser Eingriff verfassungsrechtlich nicht gerechtfertigt ist.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;418618;418633
Art. 4 I, II GG;GG;wurde;Verletzung;II. Verletzung von Art. 4 I, II GG Art. 4 I, II GG wurde hier durch die Entscheidung des BayVGH verletzt, wenn in dessen Schutzbereich eingegriffen wurde und dieser Eingriff verfassungsrechtlich nicht gerechtfertigt ist.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;418634;418649
Art. 4 I und II GG;GG;beinhalten;Blick;Schutzbereich a) Sachlicher Schutzbereich Auf den ersten Blick beinhalten Art. 4 I und II GG zahlreiche eigenständige Grundrechtsgewährleistungen (Glaube, Gewissen, religiöses und weltanschauliches Bekenntnis, Religionsausübung).;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;418897;418915
Art. 4 I und II GG;GG;ausgegangen;Schutzbereich;Gleichwohl wird überwiegend davon ausgegangen, dass Art. 4 I und II GG einen einheitlichen (sachlichen) Schutzbereich der Glaubensfreiheit bilden.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;419105;419123
Art. 4 I, II GG;GG;schützt;Schutzbereich;b) Persönlicher Schutzbereich Art. 4 I, II GG schützt „jedermann“ und damit grundsätzlich alle Grundrechtsträger:innen wie auch die G. Die Eingliederung der G in den staatlichen Aufgabenbereich durch das öffentlich-rechtliche Ausbildungsverhältnis in Form des Rechtsreferendariats steht ihrer Grundrechtsberechtigung dabei nicht entgegen.20 Eine Ablehnung der staatlichen Grundrechtsbindung im Binnenverhältnis zu seinen Beamt:innen und Angestellten ist in Art. 1 III GG nicht angelegt und auch sonst nicht zu rechtfertigen.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;420914;420929
Art. 1 III GG;GG;ist;Angestellten;b) Persönlicher Schutzbereich Art. 4 I, II GG schützt „jedermann“ und damit grundsätzlich alle Grundrechtsträger:innen wie auch die G. Die Eingliederung der G in den staatlichen Aufgabenbereich durch das öffentlich-rechtliche Ausbildungsverhältnis in Form des Rechtsreferendariats steht ihrer Grundrechtsberechtigung dabei nicht entgegen.20 Eine Ablehnung der staatlichen Grundrechtsbindung im Binnenverhältnis zu seinen Beamt:innen und Angestellten ist in Art. 1 III GG nicht angelegt und auch sonst nicht zu rechtfertigen.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;421341;421354
Art. 4 I und II GG;GG;Siehe;Schutzbereich;18 Siehe zum sachlichen Schutzbereich von Art. 4 I und II GG Gerbig, § 22.1 A.I.1., im OpenRewi Grundrechte Lehrbuch.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;421451;421469
Art. 4 I, II GG;GG;sein;G;Damit teilt die Gerichtsentscheidung den Charakter als unmittelbarer, finaler und imperativer Eingriff in die Glaubensfreiheit der G. 3. Rechtfertigung Der Eingriff in die Glaubensfreiheit der G könnte jedoch gerechtfertigt sein, wenn Art. 4 I, II GG einschränkbar, die beschränkende Rechtsgrundlage verfassungsgemäß und auch die Anwendung der Rechtsgrundlage im Einzelfall verfassungsgemäß ist.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;422522;422537
Art. 4 I, II GG;GG;enthält;Einschränkbarkeit;a) Einschränkbarkeit Art. 4 I, II GG enthält keinen geschriebenen Gesetzesvorbehalt und kann damit prima facie nicht eingeschränkt werden.21 Es wird jedoch mitunter dafür plädiert, Art. 140 GG in Verbindung mit Art. 136 I WRV oder die Schrankenregelungen anderer Grundrechte (Art. 2 I GG, Art. 5 II GG) (sogenannte Schrankenleihe) heranzuziehen.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;422704;422719
Art. 140 GG;GG;plädiert;Verbindung;a) Einschränkbarkeit Art. 4 I, II GG enthält keinen geschriebenen Gesetzesvorbehalt und kann damit prima facie nicht eingeschränkt werden.21 Es wird jedoch mitunter dafür plädiert, Art. 140 GG in Verbindung mit Art. 136 I WRV oder die Schrankenregelungen anderer Grundrechte (Art. 2 I GG, Art. 5 II GG) (sogenannte Schrankenleihe) heranzuziehen.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;422864;422875
Art. 136 I WRV;WRV;plädiert;Verbindung;a) Einschränkbarkeit Art. 4 I, II GG enthält keinen geschriebenen Gesetzesvorbehalt und kann damit prima facie nicht eingeschränkt werden.21 Es wird jedoch mitunter dafür plädiert, Art. 140 GG in Verbindung mit Art. 136 I WRV oder die Schrankenregelungen anderer Grundrechte (Art. 2 I GG, Art. 5 II GG) (sogenannte Schrankenleihe) heranzuziehen.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;422894;422908
Art. 2 I GG;GG;heranzuziehen;Grundrechte;a) Einschränkbarkeit Art. 4 I, II GG enthält keinen geschriebenen Gesetzesvorbehalt und kann damit prima facie nicht eingeschränkt werden.21 Es wird jedoch mitunter dafür plädiert, Art. 140 GG in Verbindung mit Art. 136 I WRV oder die Schrankenregelungen anderer Grundrechte (Art. 2 I GG, Art. 5 II GG) (sogenannte Schrankenleihe) heranzuziehen.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;422959;422970
Art. 5 II GG;GG;heranzuziehen;Grundrechte;a) Einschränkbarkeit Art. 4 I, II GG enthält keinen geschriebenen Gesetzesvorbehalt und kann damit prima facie nicht eingeschränkt werden.21 Es wird jedoch mitunter dafür plädiert, Art. 140 GG in Verbindung mit Art. 136 I WRV oder die Schrankenregelungen anderer Grundrechte (Art. 2 I GG, Art. 5 II GG) (sogenannte Schrankenleihe) heranzuziehen.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;422972;422984
Art. 2 I GG;GG;würde;Heraushebung;Die Heraushebung von Art. 2 I GG und Art. 5 II GG als allgemeine Schrankenregelungen auch für andere Grundrechte – wie hier Art. 4 I, II GG – würde dieser gesetzgeberisch intendierten Zuordnung zuwiderlaufen und ist demnach abzulehnen.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;423335;423346
Art. 5 II GG;GG;würde;Schrankenregelungen;Die Heraushebung von Art. 2 I GG und Art. 5 II GG als allgemeine Schrankenregelungen auch für andere Grundrechte – wie hier Art. 4 I, II GG – würde dieser gesetzgeberisch intendierten Zuordnung zuwiderlaufen und ist demnach abzulehnen.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;423351;423363
Art. 4 I, II GG;GG;würde;Grundrechte;Die Heraushebung von Art. 2 I GG und Art. 5 II GG als allgemeine Schrankenregelungen auch für andere Grundrechte – wie hier Art. 4 I, II GG – würde dieser gesetzgeberisch intendierten Zuordnung zuwiderlaufen und ist demnach abzulehnen.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;423438;423453
Art. 4 I, II GG;GG;wird;Glaubensfreiheit;Mithin wird die Glaubensfreiheit in Art. 4 I, II GG vorbehaltlos gewähreistet.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;423586;423601
Art. 4 I GG;GG;entgegen;Wortlaut;Dem steht auch nicht der Wortlaut von Art. 4 I GG („unverletzlich“) entgegen.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;423809;423820
Art. 1 I 1 GG;GG;zeigt;Menschenwürde;v. 14.1.2020, Az.: 1 BvR 1333/17, Rn. 110 = BVerfGE 153, 1. Rudi Lang Lösung Fall 9 199 bereits begrifflich ein gradueller Unterschied zu – nach allgemeiner Auffassung nicht legitimierbaren – Eingriffen in die Menschenwürde (Art. 1 I 1 GG) („unantastbar“).;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;424259;424272
Art. 13 I GG;GG;zeigt;Grundrechtsgewährleistungen;Im Übrigen zeigt ein systematischer Vergleich mit anderen Grundrechtsgewährleistungen (Art. 13 I GG, Art. 2 II 2 GG), dass der Ausdruck „unverletzlich“ nicht zu einer fehlenden Beschränkbarkeit führt (vgl. nur Art. 2 II 3 GG).;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;424378;424390
Art. 2 II 2 GG;GG;zeigt;Ausdruck;Im Übrigen zeigt ein systematischer Vergleich mit anderen Grundrechtsgewährleistungen (Art. 13 I GG, Art. 2 II 2 GG), dass der Ausdruck „unverletzlich“ nicht zu einer fehlenden Beschränkbarkeit führt (vgl. nur Art. 2 II 3 GG).;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;424392;424406
Art. 2 II 3 GG;GG;führt;Fällen;Im Übrigen zeigt ein systematischer Vergleich mit anderen Grundrechtsgewährleistungen (Art. 13 I GG, Art. 2 II 2 GG), dass der Ausdruck „unverletzlich“ nicht zu einer fehlenden Beschränkbarkeit führt (vgl. nur Art. 2 II 3 GG).;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;424501;424515
Art. 20 III GG;GG;tragen;Gesetzes;Auch in diesen Fällen der Rechtfertigung durch kollidierendes Verfassungsrecht muss jedoch eine hinreichend bestimmte gesetzliche Grundlage bestehen, um dem verfassungsrechtlichen Grundsatz des Vorbehalts des Gesetzes (Art. 20 III GG) Rechnung zu tragen.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;424737;424751
Art. 57 AGGVG;AGGVG;ist;G;b) Verfassungsmäßigkeit der Rechtsgrundlage Rechtsgrundlage des Eingriffs in die Glaubensfreiheit der G ist hier Art. 57 AGGVG (in Verbindung mit Art. 11 II BayRiStAG) als formelles (Landes-)Gesetz.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;424886;424899
Art. 11 II BayRiStAG;BayRiStAG;ist;Verbindung;b) Verfassungsmäßigkeit der Rechtsgrundlage Rechtsgrundlage des Eingriffs in die Glaubensfreiheit der G ist hier Art. 57 AGGVG (in Verbindung mit Art. 11 II BayRiStAG) als formelles (Landes-)Gesetz.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;424919;424939
Art. 19 I 2 GG;GG;wurde;Zitiergebots;1 Examenswissen Eine Verletzung des Zitiergebots (Art. 19 I 2 GG) wurde hier schon nicht gerügt und ein Eingehen hierauf kann bei fehlenden Hinweisen im Sachverhalt im Rahmen fremder Normenkomplexe (AGGVG, BayRiStAG) nicht erwartet werden.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;425307;425321
Art. 57 AGGVG;AGGVG;könnte;Verbindung;Ohnehin ist das Zitiergebot nach herrschender Meinung auf vorbehaltlos gewährleistete Grundrechte nicht anwendbar.23 bb) Materielle Verfassungsmäßigkeit Art. 57 AGGVG in Verbindung mit Art. 11 II BayRiStAG könnte jedoch materiell verfassungswidrig sein.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;425650;425663
Art. 11 II BayRiStAG;BayRiStAG;könnte;Verbindung;Ohnehin ist das Zitiergebot nach herrschender Meinung auf vorbehaltlos gewährleistete Grundrechte nicht anwendbar.23 bb) Materielle Verfassungsmäßigkeit Art. 57 AGGVG in Verbindung mit Art. 11 II BayRiStAG könnte jedoch materiell verfassungswidrig sein.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;425682;425702
Art. 4 I, II GG;GG;resultieren;Glaubensfreiheit;Dies könnte hier insbesondere aus einer Verletzung der Glaubensfreiheit gemäß Art. 4 I, II GG resultieren.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;425829;425844
Art. 4 I, II GG;GG;gerechtfertigt;Eingriff;Fraglich ist, ob der Eingriff in Art. 4 I, II GG gerechtfertigt, also insbesondere verhältnismäßig ist.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;425891;425906
Art. 57 AGGVG;AGGVG;wird;Verbindung;Dies ist dann der Fall, wenn mit kollidierendem Verfassungsrecht ein legitimes Ziel verfolgt wird, und Art. 57 AGGVG in Verbindung mit Art. 11 23 Siehe nur BVerfG, Beschl.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;426065;426078
Art. 33 III GG;GG;ergibt;Art.;Gleichwohl ergibt sich aus einer Gesamtschau von Art. 4 I, Art. 3 III 1, Art. 33 III GG sowie Art. 136 I, IV, Art. 137 I WRV in Verbindung mit Art. 140 GG, dass der Staat als Bezugspunkt aller Bürger:innen zu weltanschaulich-religiöser Neutralität verpflichtet ist.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;426801;426815
Art. 137 I WRV;WRV;ergibt;Art.;Gleichwohl ergibt sich aus einer Gesamtschau von Art. 4 I, Art. 3 III 1, Art. 33 III GG sowie Art. 136 I, IV, Art. 137 I WRV in Verbindung mit Art. 140 GG, dass der Staat als Bezugspunkt aller Bürger:innen zu weltanschaulich-religiöser Neutralität verpflichtet ist.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;426838;426852
Art. 140 GG;GG;verpflichtet;Verbindung;Gleichwohl ergibt sich aus einer Gesamtschau von Art. 4 I, Art. 3 III 1, Art. 33 III GG sowie Art. 136 I, IV, Art. 137 I WRV in Verbindung mit Art. 140 GG, dass der Staat als Bezugspunkt aller Bürger:innen zu weltanschaulich-religiöser Neutralität verpflichtet ist.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;426871;426882
Art. 7 III 1 GG;GG;bringt;Art.;Es findet keine Verbannung der Religionen aus dem öffentlichen Raum statt, vielmehr finden diese hierin ihren Platz, wie auch schon das Grundgesetz selbst (zum Beispiel in Art. 4 I, II, Art. 7 III 1 GG) zum Ausdruck bringt.26 Der Staat ist durch Art. 4 I, II GG gar dazu verpflichtet, die aktive Betätigung der Glaubensüberzeugung zu sichern (sogenannte fördernde Neutralität).27 Die Grenze bildet jedoch stets das Identifikationsverbot.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;427780;427795
Art. 4 I, II GG;GG;ist;Staat;Es findet keine Verbannung der Religionen aus dem öffentlichen Raum statt, vielmehr finden diese hierin ihren Platz, wie auch schon das Grundgesetz selbst (zum Beispiel in Art. 4 I, II, Art. 7 III 1 GG) zum Ausdruck bringt.26 Der Staat ist durch Art. 4 I, II GG gar dazu verpflichtet, die aktive Betätigung der Glaubensüberzeugung zu sichern (sogenannte fördernde Neutralität).27 Die Grenze bildet jedoch stets das Identifikationsverbot.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;427840;427855
Art. 3 III 1 GG;GG;genügt;Art.;Für eine gute Klausurbearbeitung genügt die Herleitung allein aus Art. 4 I, Art. 3 III 1 GG. Art. 57 AGGVG in Verbindung mit Art. 11 II BayRiStAG könnte als Ausdruck des Identifikationsverbots die Glaubensfreiheit der Betroffenen Rechtsreferendar:innen in verfassungsrechtlich legitimer Weise beschränken.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;428925;428940
Art. 57 AGGVG;GG;könnte;Verbindung;Für eine gute Klausurbearbeitung genügt die Herleitung allein aus Art. 4 I, Art. 3 III 1 GG. Art. 57 AGGVG in Verbindung mit Art. 11 II BayRiStAG könnte als Ausdruck des Identifikationsverbots die Glaubensfreiheit der Betroffenen Rechtsreferendar:innen in verfassungsrechtlich legitimer Weise beschränken.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;428942;428955
Art. 11 II BayRiStAG;BayRiStAG;könnte;Verbindung;Für eine gute Klausurbearbeitung genügt die Herleitung allein aus Art. 4 I, Art. 3 III 1 GG. Art. 57 AGGVG in Verbindung mit Art. 11 II BayRiStAG könnte als Ausdruck des Identifikationsverbots die Glaubensfreiheit der Betroffenen Rechtsreferendar:innen in verfassungsrechtlich legitimer Weise beschränken.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;428974;428994
Art. 57 AGGVG;AGGVG;ist;Verbindung;Entscheidend ist zunächst, ob in der von Art. 57 AGGVG in Verbindung mit Art. 11 II BayRiStAG erfassten Situation überhaupt ein „staatliches“ Handeln vorliegt, denn nur ein solches vermag das Gebot weltanschaulich-religiöser Neutralität zu aktivieren.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;429196;429209
Art. 11 II BayRiStAG;BayRiStAG;ist;Verbindung;Entscheidend ist zunächst, ob in der von Art. 57 AGGVG in Verbindung mit Art. 11 II BayRiStAG erfassten Situation überhaupt ein „staatliches“ Handeln vorliegt, denn nur ein solches vermag das Gebot weltanschaulich-religiöser Neutralität zu aktivieren.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;429228;429248
Art. 57 AGGVG;AGGVG;ist;Verbindung;Insoweit unterscheidet sich auch die formalisierte Situation vor Gericht vom pädagogischen Bereich, der in der staatlichen Schule von vornherein auf Offenheit und Pluralität angelegt ist.33 Das Handeln der Rechtsreferendar:innen ist damit wegen der Besonderheiten der justiziellen Tätigkeit als Handeln des Staates anzusehen, so dass das Gebot religiös-weltanschaulicher Neutralität insoweit berührt und als Rechtfertigungsgrund für die Beschränkung der Glaubensfreiheit dem Grunde nach einschlägig ist, so dass Art. 57 AGGVG in Verbindung mit Art. 11 II BayRiStAG ein legitimes verfassungsimmanentes Ziel verfolgt.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;432782;432795
Art. 11 II BayRiStAG;BayRiStAG;ist;Verbindung;Insoweit unterscheidet sich auch die formalisierte Situation vor Gericht vom pädagogischen Bereich, der in der staatlichen Schule von vornherein auf Offenheit und Pluralität angelegt ist.33 Das Handeln der Rechtsreferendar:innen ist damit wegen der Besonderheiten der justiziellen Tätigkeit als Handeln des Staates anzusehen, so dass das Gebot religiös-weltanschaulicher Neutralität insoweit berührt und als Rechtfertigungsgrund für die Beschränkung der Glaubensfreiheit dem Grunde nach einschlägig ist, so dass Art. 57 AGGVG in Verbindung mit Art. 11 II BayRiStAG ein legitimes verfassungsimmanentes Ziel verfolgt.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;432814;432834
Art. 33 V GG;GG;kann;Mäßigungsgebots;Etwa kann auf eine bloße Berührung des Mäßigungsgebots aus Art. 33 V GG – das im Ergebnis nicht zu einer Rechtfertigung führt – abgestellt werden.34 Die Tiefe der hier dargestellten Argumentation kann in einer Klausursituation nicht erwartet werden.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;433016;433028
Art. 92 GG;GG;ist;Art.;Rudi Lang Lösung Fall 9 203 ren feste Verankerung im Wertesystem des Grundgesetzes (Art. 19 IV, Art. 20 III, Art. 92 GG) hin.35 Dem ist zuzustimmen, da ohne eine funktionierende Justiz – der ja auch eine grundrechtsschützende Funktion zukommt – sämtliche andere Verfassungspositionen nicht hinreichend durchsetzbar wären.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;433811;433821
Art. 57 AGGVG;AGGVG;könnte;Verbindung;(3) Negative Glaubensfreiheit Dritter Hier könnte die Beschränkung der Glaubensfreiheit durch Art. 57 AGGVG in Verbindung mit Art. 11 II BayRiStAG auch wegen der negativen Glaubensfreiheit derjenigen Personen gerechtfertigt sein, die sich den religiöse Symbole oder Kleidungsstücke tragenden Richter:innen und Staatsanwält:innen in einer etwaigen Verhandlung gegenüber sehen.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;435116;435129
Art. 11 II BayRiStAG;BayRiStAG;könnte;Verbindung;(3) Negative Glaubensfreiheit Dritter Hier könnte die Beschränkung der Glaubensfreiheit durch Art. 57 AGGVG in Verbindung mit Art. 11 II BayRiStAG auch wegen der negativen Glaubensfreiheit derjenigen Personen gerechtfertigt sein, die sich den religiöse Symbole oder Kleidungsstücke tragenden Richter:innen und Staatsanwält:innen in einer etwaigen Verhandlung gegenüber sehen.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;435148;435168
Art. 4 I, II GG;GG;schützt;Glaubensfreiheit;Die Glaubensfreiheit nach Art. 4 I, II GG schützt nämlich nicht nur die aktive Glaubensbetätigung, sondern auch die Freiheit, fremden Glaubensbetätigungen eines nicht geteilten Glaubens fernzubleiben.37 In einer – der Vorstellung des Grundgesetzes entsprechenden – offenen Gesellschaft, die einen Raum für unterschiedliche Glaubensüberzeugungen schafft, besteht aber kein Recht des Einzelnen, von fremden Glaubensbekundungen gänzlich verschont zu bleiben.38 Ansonsten würde die Glaubensfreiheit aller anderen Grundrechtsträger:innen entwertet.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;435424;435439
Art. 57 AGGVG;AGGVG;hat;Situation;Hierin besteht durch die ungewollte und nicht durch den Einzelnen zu verhindernde Konfrontation mit fremden Glaubensbekundungen eine Belastung, die einer grundrechtlich relevanten Beeinträchtigung gleichkommt.39 Genau eine solche Situation hat Art. 57 AGGVG in Verbindung mit Art. 11 II BayRiStAG im Blick.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;436707;436720
Art. 11 II BayRiStAG;BayRiStAG;hat;Verbindung;Hierin besteht durch die ungewollte und nicht durch den Einzelnen zu verhindernde Konfrontation mit fremden Glaubensbekundungen eine Belastung, die einer grundrechtlich relevanten Beeinträchtigung gleichkommt.39 Genau eine solche Situation hat Art. 57 AGGVG in Verbindung mit Art. 11 II BayRiStAG im Blick.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;436739;436759
§ 231 I 1 StPO;StPO;verpflichtet;Verhandlung;Sofern sich ein:e Betroffene:r etwa in einer gerichtlichen Verhandlung oder sonstigen Auseinandersetzung mit der Justiz den jeweiligen Amtsträger:innen gegenüber sieht, kann er:sie sich der Situation nicht durch ein Ausweichen entziehen (im Strafprozess ist der:die Angeklagte gar zur Anwesenheit während der gesamten mündlichen Verhandlung verpflichtet, vgl. § 231 I 1 StPO).;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;437130;437144
Art. 57 AGGVG;AGGVG;werden;Verbindung;Durch Art. 57 AGGVG in Verbindung mit Art 11 II BayRiStAG werden insbesondere auch Kopftücher erfasst.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;438634;438647
Art. 57 AGGVG;AGGVG;wird;Verbindung;Im Übrigen wird die mit Art. 57 AGGVG in Verbindung mit Art. 11 II BayRiStAG verbundene Belastung dadurch abgeschwächt, dass sie nur auf einzelne wenige Tätigkeiten während des Referendariats (zum Beispiel Sitzungsvertretung der Staatsanwaltschaft) beschränkt ist und auch nur temporär wirkt (vor allem für die ersten beiden Ausbildungsstationen in Form der Straf- und Zivilstation).44 In den restlichen – den großen Teil der Referendarausbildung ausmachenden – Ausbildungsabschnitten beziehungsweise praktischen Tätigkeiten darf der Glaubensbekundung ohne Einschränkungen nachgegangen werden.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;440430;440443
Art. 11 II BayRiStAG;BayRiStAG;wird;Verbindung;Im Übrigen wird die mit Art. 57 AGGVG in Verbindung mit Art. 11 II BayRiStAG verbundene Belastung dadurch abgeschwächt, dass sie nur auf einzelne wenige Tätigkeiten während des Referendariats (zum Beispiel Sitzungsvertretung der Staatsanwaltschaft) beschränkt ist und auch nur temporär wirkt (vor allem für die ersten beiden Ausbildungsstationen in Form der Straf- und Zivilstation).44 In den restlichen – den großen Teil der Referendarausbildung ausmachenden – Ausbildungsabschnitten beziehungsweise praktischen Tätigkeiten darf der Glaubensbekundung ohne Einschränkungen nachgegangen werden.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;440462;440482
Art. 57 AGGVG;AGGVG;liegt;Verstoß;Somit überwiegen hier die kollidierenden Verfassungsgüter gegenüber der individuellen Glaubensfreiheit und ein Verstoß von Art. 57 AGGVG in Verbindung mit Art. 11 II BayRiStAG gegen Art. 4 I, II GG liegt nicht vor.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;441123;441136
Art. 11 II BayRiStAG;BayRiStAG;liegt;Verbindung;Somit überwiegen hier die kollidierenden Verfassungsgüter gegenüber der individuellen Glaubensfreiheit und ein Verstoß von Art. 57 AGGVG in Verbindung mit Art. 11 II BayRiStAG gegen Art. 4 I, II GG liegt nicht vor.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;441155;441175
Art. 4 I, II GG;GG;liegt;Verbindung;Somit überwiegen hier die kollidierenden Verfassungsgüter gegenüber der individuellen Glaubensfreiheit und ein Verstoß von Art. 57 AGGVG in Verbindung mit Art. 11 II BayRiStAG gegen Art. 4 I, II GG liegt nicht vor.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;441182;441197
Art. 11 II BayRiStAG;BayRiStAG;vor;Zweifel;1 Weiterführendes Wissen Angesichts des teilweise offen formulierten Art. 11 II BayRiStAG („Zweifel an ihrer Unabhängigkeit, Neutralität oder ausschließlichen Bindung an Recht und Gesetz hervorrufen können“) könnte bei gegenteiligem Abwägungsergebnis (insbesondere bei Ablehnung der Betroffenheit der Neutralitätspflicht) auf eine mögliche verfassungskonforme Auslegung eingegangen werden.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;441284;441304
Art. 57 AGGVG;AGGVG;sind;Zwischenergebnis;v. 14.1.2020, Az.: 2 BvR 1333/17, Rn. 104 f. = BVerfGE 153, 1. Rudi Lang 206 Fall 9 Lösung cc) Zwischenergebnis Art. 57 AGGVG in Verbindung mit Art. 11 II BayRiStAG sind verfassungsgemäß.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;441901;441914
Art. 11 II BayRiStAG;BayRiStAG;sind;Verbindung;v. 14.1.2020, Az.: 2 BvR 1333/17, Rn. 104 f. = BVerfGE 153, 1. Rudi Lang 206 Fall 9 Lösung cc) Zwischenergebnis Art. 57 AGGVG in Verbindung mit Art. 11 II BayRiStAG sind verfassungsgemäß.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;441933;441953
Art. 57 AGGVG;AGGVG;hat;Verbindung;c) Verfassungsmäßigkeit des Einzelakts Der OLG-Präsident hat durch die „Auflage“ letztlich nur die von Art. 57 AGGVG in Verbindung mit Art. 11 II BayRiStAG vorgezeichnete Abwägung nachvollzogen und diese damit nicht verfassungswidrig angewendet.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;442080;442093
