Reference;Ressource;REL;RFC;Context;TOC12;TOC11;TOC10;TOC9;TOC8;TOC7;TOC6;TOC5;TOC4;TOC3;TOC2;TOC1;Reference_StartPosition;Reference_EndPosition
Art. 10 GG;GG;haben;Anspruch;Der Eingriff ist intensiver, sofern eine Person gezielt überwacht wird, als wenn Kommunikationsströme im Rahmen der strategischen Überwachung im Ausland ganz allgemein auf bestimmte Schlagwörter gescannt werden.33 Gleichzeitig können mehrere Überwachungsmaßnahmen (zum Beispiel durch unterschiedliche Behörden) zusammentreffen, wodurch die Eingriffsintensität insgesamt erhöht wird (additiver Grundrechtseingriff, Überwachungsgesamtrechnung).34 Gerade im Zuge jüngst ausgeweiteter Überwachungsbefugnisse wird eine Überwachungs-Gesamtbilanz wieder diskutiert.35 Betroffene Personen haben aufgrund von Art. 10 GG einen Anspruch auf Kenntnis von Maßnahmen der Fernmeldeüberwachung.;;;;;;;;;;§ 24.1 Vertraulichkeit der Kommunikation – Art. 10 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1293943;1293953
Art. 10 II 2 GG;GG;findet;Examenswissen;Daraufhin folgen Rechte auf Löschung und Berichtigung.36 3 Examenswissen In Art. 10 II 2 GG findet sich ein qualifizierter Gesetzesvorbehalt, der heimliche Eingriffe in die Telekommunikation durch die Geheimdienste möglich macht und gleichzeitig das Grundrecht aus Art. 19 IV GG einschränkt.37 Behördliche Überwachung muss einer kontinuierlichen, unabhängigen Rechtskontrolle unterliegen, da hier individueller Rechtsschutz schwer zu erlangen ist.38 Ein Richter:innenvorbehalt wie in Art. 13 GG ist in Art. 10 GG gerade nicht enthalten.39 Ausnahmsweise kann sich ein solcher jedoch aus der Schwere des Eingriffs ergeben.40 Speziell bei anlassloser Massenüberwachung im Ausland ergeben sich einige besondere Anforderungen.;;;;;;;;;;§ 24.1 Vertraulichkeit der Kommunikation – Art. 10 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1294098;1294113
Art. 19 IV GG;GG;einschränkt;Grundrecht;Daraufhin folgen Rechte auf Löschung und Berichtigung.36 3 Examenswissen In Art. 10 II 2 GG findet sich ein qualifizierter Gesetzesvorbehalt, der heimliche Eingriffe in die Telekommunikation durch die Geheimdienste möglich macht und gleichzeitig das Grundrecht aus Art. 19 IV GG einschränkt.37 Behördliche Überwachung muss einer kontinuierlichen, unabhängigen Rechtskontrolle unterliegen, da hier individueller Rechtsschutz schwer zu erlangen ist.38 Ein Richter:innenvorbehalt wie in Art. 13 GG ist in Art. 10 GG gerade nicht enthalten.39 Ausnahmsweise kann sich ein solcher jedoch aus der Schwere des Eingriffs ergeben.40 Speziell bei anlassloser Massenüberwachung im Ausland ergeben sich einige besondere Anforderungen.;;;;;;;;;;§ 24.1 Vertraulichkeit der Kommunikation – Art. 10 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1294287;1294300
Art. 13 GG;GG;ist;innenvorbehalt;Daraufhin folgen Rechte auf Löschung und Berichtigung.36 3 Examenswissen In Art. 10 II 2 GG findet sich ein qualifizierter Gesetzesvorbehalt, der heimliche Eingriffe in die Telekommunikation durch die Geheimdienste möglich macht und gleichzeitig das Grundrecht aus Art. 19 IV GG einschränkt.37 Behördliche Überwachung muss einer kontinuierlichen, unabhängigen Rechtskontrolle unterliegen, da hier individueller Rechtsschutz schwer zu erlangen ist.38 Ein Richter:innenvorbehalt wie in Art. 13 GG ist in Art. 10 GG gerade nicht enthalten.39 Ausnahmsweise kann sich ein solcher jedoch aus der Schwere des Eingriffs ergeben.40 Speziell bei anlassloser Massenüberwachung im Ausland ergeben sich einige besondere Anforderungen.;;;;;;;;;;§ 24.1 Vertraulichkeit der Kommunikation – Art. 10 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1294506;1294516
Art. 10 GG;GG;ist;innenvorbehalt;Daraufhin folgen Rechte auf Löschung und Berichtigung.36 3 Examenswissen In Art. 10 II 2 GG findet sich ein qualifizierter Gesetzesvorbehalt, der heimliche Eingriffe in die Telekommunikation durch die Geheimdienste möglich macht und gleichzeitig das Grundrecht aus Art. 19 IV GG einschränkt.37 Behördliche Überwachung muss einer kontinuierlichen, unabhängigen Rechtskontrolle unterliegen, da hier individueller Rechtsschutz schwer zu erlangen ist.38 Ein Richter:innenvorbehalt wie in Art. 13 GG ist in Art. 10 GG gerade nicht enthalten.39 Ausnahmsweise kann sich ein solcher jedoch aus der Schwere des Eingriffs ergeben.40 Speziell bei anlassloser Massenüberwachung im Ausland ergeben sich einige besondere Anforderungen.;;;;;;;;;;§ 24.1 Vertraulichkeit der Kommunikation – Art. 10 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1294524;1294534
Art. 19 IV GG;GG;Siehe;Hahn;v. 14.7.1999, Az.: 1 BvR 2226/94, Rn. 183 = BVerfGE 100, 313 – Telekommunikationsüberwachung I. 37 Siehe Grundrecht aus Art. 19 IV GG Hahn, § 26.1, in diesem Lehrbuch.;;;;;;;;;;§ 24.1 Vertraulichkeit der Kommunikation – Art. 10 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1295560;1295573
Art. 13 GG;GG;Siehe;Kohal;v. 19.5.2020, Az.: 1 BvR 2835/17, Rn. 272 – BND. 39 Siehe zu Art. 13 GG, Kohal, § 24.2, in diesem Lehrbuch.;;;;;;;;;;§ 24.1 Vertraulichkeit der Kommunikation – Art. 10 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1295685;1295695
Art. 10 GG;GG;verdrängt;Anwendungsbereiches;Im Gegenteil hat das BVerfG hier zahlreiche Kriterien wie zum Beispiel Filtertechniken, spezifische Zwecke der Maßnahmen, geographische Begrenzungen oder Vorgaben für Löschpflichten festgelegt.44 D. Konkurrenzen Die informationelle Selbstbestimmung wird wegen des spezielleren Anwendungsbereiches von Art. 10 GG durch diesen verdrängt.45 Das Recht auf Integrität und Vertraulichkeit informationstechnischer Systeme oder der Schutz aus Art. 13 GG ist gegenüber Art. 10 GG vorrangig einschlägig, wenn die Nachricht im Herrschaftsbereich der Empfänger:in angekommen ist.46 Beispiel: Der Brief ist in der Wohnung oder die Nachricht auf dem Smartphone angekommen und wird dort gespeichert.;;;;;;;;;;§ 24.1 Vertraulichkeit der Kommunikation – Art. 10 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1296562;1296572
Art. 13 GG;GG;ist;Schutz;Im Gegenteil hat das BVerfG hier zahlreiche Kriterien wie zum Beispiel Filtertechniken, spezifische Zwecke der Maßnahmen, geographische Begrenzungen oder Vorgaben für Löschpflichten festgelegt.44 D. Konkurrenzen Die informationelle Selbstbestimmung wird wegen des spezielleren Anwendungsbereiches von Art. 10 GG durch diesen verdrängt.45 Das Recht auf Integrität und Vertraulichkeit informationstechnischer Systeme oder der Schutz aus Art. 13 GG ist gegenüber Art. 10 GG vorrangig einschlägig, wenn die Nachricht im Herrschaftsbereich der Empfänger:in angekommen ist.46 Beispiel: Der Brief ist in der Wohnung oder die Nachricht auf dem Smartphone angekommen und wird dort gespeichert.;;;;;;;;;;§ 24.1 Vertraulichkeit der Kommunikation – Art. 10 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1296696;1296706
Art. 10 GG;GG;ist;Schutz;Im Gegenteil hat das BVerfG hier zahlreiche Kriterien wie zum Beispiel Filtertechniken, spezifische Zwecke der Maßnahmen, geographische Begrenzungen oder Vorgaben für Löschpflichten festgelegt.44 D. Konkurrenzen Die informationelle Selbstbestimmung wird wegen des spezielleren Anwendungsbereiches von Art. 10 GG durch diesen verdrängt.45 Das Recht auf Integrität und Vertraulichkeit informationstechnischer Systeme oder der Schutz aus Art. 13 GG ist gegenüber Art. 10 GG vorrangig einschlägig, wenn die Nachricht im Herrschaftsbereich der Empfänger:in angekommen ist.46 Beispiel: Der Brief ist in der Wohnung oder die Nachricht auf dem Smartphone angekommen und wird dort gespeichert.;;;;;;;;;;§ 24.1 Vertraulichkeit der Kommunikation – Art. 10 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1296721;1296731
Art. 10 GG;GG;entfällt;Schutz;Beispiel: Der Schutz aus Art. 10 GG entfällt, weil eine der Kommunikationsteilnehmer:innen die Polizei mithören lässt.;;;;;;;;;;§ 24.1 Vertraulichkeit der Kommunikation – Art. 10 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1297146;1297156
Art. 7 GRC;GRC;schützt;Privatsphäre;E. Europäische und internationale Bezüge In der europäischen Grundrechte-Charta schützt Art. 7 GRCh die Privatsphäre und explizit auch die Privatheit der „Kommunikation“.;;;;;;;;;;§ 24.1 Vertraulichkeit der Kommunikation – Art. 10 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1297328;1297338
Art. 10 GG;GG;wird;BVerfG;Genau wie in Art. 10 GG wird 42 BVerfG, Urt.;;;;;;;;;;§ 24.1 Vertraulichkeit der Kommunikation – Art. 10 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1297424;1297434
Art. 10 GG;GG;geschützt;Kommunikation;2021, Rn. 695. Maximilian Petras § 24.1 Vertraulichkeit der Kommunikation – Art. 10 GG 523 hier die Kommunikation unter Abwesenden geschützt, allerdings unabhängig von dem verwendeten Medium.47 Gleiches gilt für Art. 8 EMRK, der von „Korrespondenz“ spricht.48 Zusammenfassung: Die wichtigsten Punkte – Art. 10 GG schützt die Privatheit der individuellen Kommunikation.;;;;;;;;;;§ 24.1 Vertraulichkeit der Kommunikation – Art. 10 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1297862;1297872
Art. 8 EMRK;EMRK;gilt;Korrespondenz;2021, Rn. 695. Maximilian Petras § 24.1 Vertraulichkeit der Kommunikation – Art. 10 GG 523 hier die Kommunikation unter Abwesenden geschützt, allerdings unabhängig von dem verwendeten Medium.47 Gleiches gilt für Art. 8 EMRK, der von „Korrespondenz“ spricht.48 Zusammenfassung: Die wichtigsten Punkte – Art. 10 GG schützt die Privatheit der individuellen Kommunikation.;;;;;;;;;;§ 24.1 Vertraulichkeit der Kommunikation – Art. 10 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1297998;1298009
Art. 10 GG;GG;schützt;Punkte;2021, Rn. 695. Maximilian Petras § 24.1 Vertraulichkeit der Kommunikation – Art. 10 GG 523 hier die Kommunikation unter Abwesenden geschützt, allerdings unabhängig von dem verwendeten Medium.47 Gleiches gilt für Art. 8 EMRK, der von „Korrespondenz“ spricht.48 Zusammenfassung: Die wichtigsten Punkte – Art. 10 GG schützt die Privatheit der individuellen Kommunikation.;;;;;;;;;;§ 24.1 Vertraulichkeit der Kommunikation – Art. 10 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1298088;1298098
Art. 10 GG;GG;gilt;Kommunikation;– Art. 10 GG gilt nur während des Kommunikationsvorganges selbst.;;;;;;;;;;§ 24.1 Vertraulichkeit der Kommunikation – Art. 10 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1298157;1298167
Art. 10 GG;GG;darf;Jura;Weiterführende Studienliteratur – Franziska Bantlin, Grundrechtsschutz bei Telekommunikationsüberwachung und OnlineDurchsuchung, JuS 2019, S. 669–673 – Friedrich Schoch, Der verfassungsrechtliche Schutz des Fernmeldegeheimnisses (Art. 10 GG), Jura 2011, S. 194–204 – Robert Uerpmann-Wittzack, Der offene Rechtsstaat und seine Freunde, Jura 2020, S. 953–961 Dieses Kapitel darf gerne kommentiert, verändert und beliebig genutzt werden.;;;;;;;;;;§ 24.1 Vertraulichkeit der Kommunikation – Art. 10 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1298572;1298582
Art. 13 GG;GG;definieren;Rückzugsort;2015, Art. 8 Rn. 59. Maximilian Petras 524 Abschnitt 6 Einzelgrundrechte des Grundgesetzes § 24.2 Wohnung als Rückzugsort – Art. 13 GG Notwendiges Vorwissen: Eingriff, Rechtfertigung, allgemeines Persönlichkeitsrecht Lernziel: Schutzbereich der Wohnung definieren können, Schranken des Art. 13 GG prüfen, Probleme bei Eingriffen in Geschäftsräumen Für dieses Kapitel gibt es frei zugängliche interaktive Übungen.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1299279;1299289
Art. 13 GG;GG;prüfen;Schranken;2015, Art. 8 Rn. 59. Maximilian Petras 524 Abschnitt 6 Einzelgrundrechte des Grundgesetzes § 24.2 Wohnung als Rückzugsort – Art. 13 GG Notwendiges Vorwissen: Eingriff, Rechtfertigung, allgemeines Persönlichkeitsrecht Lernziel: Schutzbereich der Wohnung definieren können, Schranken des Art. 13 GG prüfen, Probleme bei Eingriffen in Geschäftsräumen Für dieses Kapitel gibt es frei zugängliche interaktive Übungen.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1299441;1299451
Art. 2 I GG;GG;zeigt;Vorschrift;Er ist vielmehr einer umfassenden Diskussion im parlamentarischen Rat über eine angemessene Formulierung der Vorschrift geschuldet (ähnlich wie bei Art. 2 I GG).;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1300139;1300150
Art. 13 GG;GG;zeigt;Struktur;Art. 13 GG zeigt dabei eine komplexe Struktur auf, die von der Rechtsprechung durch ungeschriebene Grundsätze weitergehend präzisiert werden.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1300153;1300163
Art. 13 I GG;GG;bildet;Bestandteil;A. Schutzbereich I. Sachlicher Schutzbereich Die „Wohnung“ bildet den zentralen Bestandteil des Art. 13 I GG. Der Verfassungstext selbst definiert den Begriff nicht.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1300769;1300781
Art. 13 I GG;GG;fallen;Wohnwagen;Grundsätzlich reichen auch nur temporäre Aufenthalte, wie in Hotels und Ferienwohnungen, wohl aber auch in medizinischen Einrichtungen, aus.2 Besondere bauliche Gegebenheiten sind nicht notwendig, weswegen auch Zelte und Wohnwagen unter Art. 13 I GG fallen.3 Beispiel: Zuletzt diskutiert wurde die Frage bei der Durchsuchung von Baumhäusern im Hambacher Forst.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1301690;1301702
Art. 13 GG;GG;vorliegt4;Eingriff;Möchte die Polizei diese entfernen oder „betreten“, stellt sich die Frage, ob die Bauten überhaupt unter den Schutzbereich fallen beziehungsweise ob bei ihrem Entfernen ein Eingriff in Art. 13 GG vorliegt4 .;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1301999;1302009
Art. 13 I GG;GG;umfasst;Hafträumlichkeiten;1 Weiterführendes Wissen Ob Hafträumlichkeiten von Art. 13 I GG umfasst werden, ist umstritten.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1302073;1302085
Art. 13 GG;GG;sein;Sinne;Das BVerfG verneint den Schutzbereich und begründet dies mit dem Vorrang des Hausrechts der Haftanstalt.5 Entsprechend fallen solche Räumlichkeiten nicht unter den Begriff der Wohnung im Sinne des Art. 13 GG. Beachte aber auch hier, dass andere Grundrechte einschlägig sein können.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1302315;1302325
Art. 13 I GG;GG;scheinen;Zwecks;Unter Zugrundelegung des Sinns und Zwecks von Art. 13 I GG und dem dahinterstehenden Privatsphärenschutz scheinen Geschäftsräume zunächst nicht unter den Schutzbereich zu fallen.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1302528;1302540
Art. 2 I GG;GG;schützen;Mindermeinung;Eine Mindermeinung möchte entsprechend nur nach Art. 2 I GG schützen.6 Für die herrschende Meinung, die jegliche Geschäftsräume unter Art. 13 I GG subsumiert, spricht vor allem die historische Auslegung, wonach die Vorläufernormen ebenfalls in diesem Sinne verstanden worden sind.7 Der Meinungsstreit ist nur für solche Räumlichkeiten relevant, welche dem offenen Publikumsverkehr zugänglich 1 BGH, Urt.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1302761;1302772
Art. 13 I GG;GG;subsumiert;Geschäftsräume;Eine Mindermeinung möchte entsprechend nur nach Art. 2 I GG schützen.6 Für die herrschende Meinung, die jegliche Geschäftsräume unter Art. 13 I GG subsumiert, spricht vor allem die historische Auslegung, wonach die Vorläufernormen ebenfalls in diesem Sinne verstanden worden sind.7 Der Meinungsstreit ist nur für solche Räumlichkeiten relevant, welche dem offenen Publikumsverkehr zugänglich 1 BGH, Urt.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1302847;1302859
Art. 13 I GG;GG;genießen;Schutz;Abgeschottete Räumlichkeiten genießen wiederum den vollen Schutz des Art. 13 I GG. Sofern die Räumlichkeiten bereits zuvor betreten wurden, wird die darauffolgende Nachschau (beispielsweise bei Hygienekontrollen) nicht als Eingriff in den Schutzbereich betrachtet.8 Sofern ein Eingriff in den Schutzbereich bejaht wird, reichen regelmäßig auch generelle Ermächtigungsgrundlagen zur Rechtfertigung aus. 1 Weiterführendes Wissen Der parlamentarische Rat orientierte sich bei der Abfassung des Art. 13 GG an § 130 Paulskirchenverfassung und Art. 115 WRV, welche die Wohnung durchweg schützten.9 Art. 13 GG kannte bis 1998 nur drei Absätze.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1303596;1303608
Art. 13 GG;GG;orientierte;Abfassung;Abgeschottete Räumlichkeiten genießen wiederum den vollen Schutz des Art. 13 I GG. Sofern die Räumlichkeiten bereits zuvor betreten wurden, wird die darauffolgende Nachschau (beispielsweise bei Hygienekontrollen) nicht als Eingriff in den Schutzbereich betrachtet.8 Sofern ein Eingriff in den Schutzbereich bejaht wird, reichen regelmäßig auch generelle Ermächtigungsgrundlagen zur Rechtfertigung aus. 1 Weiterführendes Wissen Der parlamentarische Rat orientierte sich bei der Abfassung des Art. 13 GG an § 130 Paulskirchenverfassung und Art. 115 WRV, welche die Wohnung durchweg schützten.9 Art. 13 GG kannte bis 1998 nur drei Absätze.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1304018;1304028
Art. 115 WRV;WRV;schützten;Wohnung;Abgeschottete Räumlichkeiten genießen wiederum den vollen Schutz des Art. 13 I GG. Sofern die Räumlichkeiten bereits zuvor betreten wurden, wird die darauffolgende Nachschau (beispielsweise bei Hygienekontrollen) nicht als Eingriff in den Schutzbereich betrachtet.8 Sofern ein Eingriff in den Schutzbereich bejaht wird, reichen regelmäßig auch generelle Ermächtigungsgrundlagen zur Rechtfertigung aus. 1 Weiterführendes Wissen Der parlamentarische Rat orientierte sich bei der Abfassung des Art. 13 GG an § 130 Paulskirchenverfassung und Art. 115 WRV, welche die Wohnung durchweg schützten.9 Art. 13 GG kannte bis 1998 nur drei Absätze.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1304065;1304077
Art. 13 GG;GG;kannte;Wohnung;Abgeschottete Räumlichkeiten genießen wiederum den vollen Schutz des Art. 13 I GG. Sofern die Räumlichkeiten bereits zuvor betreten wurden, wird die darauffolgende Nachschau (beispielsweise bei Hygienekontrollen) nicht als Eingriff in den Schutzbereich betrachtet.8 Sofern ein Eingriff in den Schutzbereich bejaht wird, reichen regelmäßig auch generelle Ermächtigungsgrundlagen zur Rechtfertigung aus. 1 Weiterführendes Wissen Der parlamentarische Rat orientierte sich bei der Abfassung des Art. 13 GG an § 130 Paulskirchenverfassung und Art. 115 WRV, welche die Wohnung durchweg schützten.9 Art. 13 GG kannte bis 1998 nur drei Absätze.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1304119;1304129
Art. 79 III GG;GG;angesehen;Verstoß;Diese Verfassungsänderung wurde heftig diskutiert und teilweise auch als verfassungswidriges Verfassungsrecht angesehen (Verstoß gegen Art. 79 III GG i.V.m. Art. 1 I GG).11 Die Normen würden den sogenannten „großen Lauschangriff“ ermöglichen, welcher wiederum in den Kernbereich der privaten Lebensgestaltung eingreift, weswegen ein Menschenwürdeverstoß anzunehmen sei.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1304597;1304611
Art. 1 I GG;GG;würden;Normen;Diese Verfassungsänderung wurde heftig diskutiert und teilweise auch als verfassungswidriges Verfassungsrecht angesehen (Verstoß gegen Art. 79 III GG i.V.m. Art. 1 I GG).11 Die Normen würden den sogenannten „großen Lauschangriff“ ermöglichen, welcher wiederum in den Kernbereich der privaten Lebensgestaltung eingreift, weswegen ein Menschenwürdeverstoß anzunehmen sei.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1304619;1304630
Art. 14 GG;GG;stellt;Nähe;Das BVerfG räumte mit seiner Entscheidung „Großer Lauschangriff“ diese Zweifel aus, legte allerdings enge Grenzen zur Handhabung der Normen fest.12 II. Persönlicher Schutzbereich Trotz der systematischen Nähe zu Art. 14 GG stellt Art. 13 GG keine bloße Perpetuierung des Eigentumsgrundrechts dar, sondern schützt gerade die Privatheit der Wohnung.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1305044;1305054
Art. 13 GG;GG;stellt;Perpetuierung;Das BVerfG räumte mit seiner Entscheidung „Großer Lauschangriff“ diese Zweifel aus, legte allerdings enge Grenzen zur Handhabung der Normen fest.12 II. Persönlicher Schutzbereich Trotz der systematischen Nähe zu Art. 14 GG stellt Art. 13 GG keine bloße Perpetuierung des Eigentumsgrundrechts dar, sondern schützt gerade die Privatheit der Wohnung.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1305062;1305072
Art. 19 III GG;GG;können;Personen;"Entsprechend ist auch die Eigentümerstellung für den persönlichen Schutzbereich irrelevant; auch auf die Rechtmäßigkeit des Besitzes kommt es nicht an.13 Juristische Personen können sich gemäß Art. 19 III GG auf Art. 13 GG berufen.14 Art. 13 GG ist kein Deutschengrundrecht, weswegen sich auch ausländische (juristische) Personen darauf berufen können.15 8 Voßkuhle, DVBl 1994, 611 (616).";;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1305373;1305387
Art. 13 GG;GG;berufen;Deutschengrundrecht;"Entsprechend ist auch die Eigentümerstellung für den persönlichen Schutzbereich irrelevant; auch auf die Rechtmäßigkeit des Besitzes kommt es nicht an.13 Juristische Personen können sich gemäß Art. 19 III GG auf Art. 13 GG berufen.14 Art. 13 GG ist kein Deutschengrundrecht, weswegen sich auch ausländische (juristische) Personen darauf berufen können.15 8 Voßkuhle, DVBl 1994, 611 (616).";;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1305392;1305402
Art. 13 GG;GG;berufen;Deutschengrundrecht;"Entsprechend ist auch die Eigentümerstellung für den persönlichen Schutzbereich irrelevant; auch auf die Rechtmäßigkeit des Besitzes kommt es nicht an.13 Juristische Personen können sich gemäß Art. 19 III GG auf Art. 13 GG berufen.14 Art. 13 GG ist kein Deutschengrundrecht, weswegen sich auch ausländische (juristische) Personen darauf berufen können.15 8 Voßkuhle, DVBl 1994, 611 (616).";;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1305414;1305424
Art. 13 GG;GG;kommt;Rückzugsort;Jaschar Kohal § 24.2 Wohnung als Rückzugsort – Art. 13 GG 527 B. Eingriff Bei Eingriffen in den Wohnungsbereich kommt regelmäßig ein Grundrechtsverzicht – in Form eines Einverständnisses zum Betreten der Wohnung – in Betracht.16 Wenn beispielsweise der Polizei auf explizite Nachfrage hin der Zugang zur Wohnung gestattet wird, liegt kein Eingriff in Art. 13 GG vor.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1305955;1305965
Art. 13 GG;GG;vor;Eingriff;Jaschar Kohal § 24.2 Wohnung als Rückzugsort – Art. 13 GG 527 B. Eingriff Bei Eingriffen in den Wohnungsbereich kommt regelmäßig ein Grundrechtsverzicht – in Form eines Einverständnisses zum Betreten der Wohnung – in Betracht.16 Wenn beispielsweise der Polizei auf explizite Nachfrage hin der Zugang zur Wohnung gestattet wird, liegt kein Eingriff in Art. 13 GG vor.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1306259;1306269
